show_id,type,title,cast,release_year,duration,listed_in,platform
n5173,movie,bon cop bad cop 2,"patrick huard, colm feore, marc beaupré, noam jenkins, andreas apergis, mariana mazza, erik knudsen, sarah-jeanne labrosse, lucie laurier, neil crone, catherine st-laurent",2017,126,"action & adventure, comedy, international",netflix
n5174,tv show,blazing transfer students,"daiki shigeoka, akito kiriyama, junta nakama, tomohiro kamiyama, ryusei fujii, takahiro hamada, nozomu kotaki, umika kawashima, takeshi kaga, norio wakamoto",2017,1,"international, action & adventure, comedy",netflix
n5175,tv show,glitter force doki doki,"debi derryberry, cassandra morris, melissa fahn, stephanie sheh, erica lindbeck, kate higgins, cherami leigh, tara sands, bryce papenbrook, erica mendez, ray chase, carrie keranen, ben diskin, grant george, kirk thornton",2017,2,"anime, kids",netflix
n5176,tv show,lady dynamite,"maria bamford, fred melamed, mary kay place, ed begley jr., ana gasteyer, lennon parham, bridget everett, mo collins, june diane raphael, dean cain, ólafur darri ólafsson, patton oswalt, keith lucas, kenny lucas, sarah silverman, mira sorvino, jon cryer, brandon routh, adam pally, tig notaro, andy samberg, david spade, fred armisen, jason mantzoukas, jenny slate, judd apatow, judy greer, weird al yankovic",2017,2,comedy,netflix
n5177,movie,mea culpa,alexis de anda,2017,54,stand up,netflix
n5178,movie,the killer,"diogo morgado, etienne chicot, maria de medeiros, deto montenegro, jonas leite, paulo gorgulho, will roberts, allan lima, eduardo galvão, igor galvão",2017,100,"action & adventure, international",netflix
n5179,tv show,fate/apocrypha,"natsuki hanae, maaya sakamoto, kouki uchiyama, miyuki sawashiro, saori hayami, koji yusa, makoto furukawa, tetsu inada, satoshi tsuruoka, kei shindou, junichi suwabe, shunsuke takeuchi, ryotaro okiayu, mitsuru miyamoto, rumi okubo, ai nonaka, sakura tange",2017,2,"anime, international",netflix
n5180,movie,jerry seinfeld: comedian,"jerry seinfeld, orny adams, colin quinn, bill cosby, robert klein, chris rock, garry shandling, jay leno, kevin nealon, ray romano",2002,81,documentary,netflix
n5181,tv show,project mc²,"mika abdalla, genneya walton, victoria vida, ysa penarejo, belle shouse, alyssa lynch, danica mckellar, maddie phillips, sarah desjardins",2017,6,kids,netflix
n5182,movie,the journey is the destination,"ben schnetzer, kelly macdonald, sam hazeldine, ella purnell, maria bello, yusra warsama",2016,123,drama,netflix
n5183,movie,let it fall: los angeles 1982-1992,sin datos,2017,144,documentary,netflix
n5184,movie,mubarakan,"anil kapoor, arjun kapoor, ileana d'cruz, athiya shetty, neha sharma, vineet kumar singh, pavan malhotra, ratna pathak shah, karan kundra, anil mange, rahul dev, sanjay kapoor",2017,153,"comedy, drama, international",netflix
n5185,tv show,akulah balqis,"puteri balqis, aeril zafrel, nabila huda, nazim othman, nadia brian, bella dally",2015,1,"international, drama",netflix
n5186,tv show,alias grace,"sarah gadon, edward holcroft, paul gross, anna paquin, rebecca liddiard, zachary levi, kerr logan, david cronenberg",2017,1,"crime, international, drama",netflix
n5187,movie,bandie,"uttam kumar, sulakshana pandit, utpal dutt, bindu, amjad khan, helen, indrani mukherjee, padma khanna, iftekhar",1978,141,"action & adventure, drama, international",netflix
n5188,movie,getaway plan,"alain hernández, javier gutiérrez, alba galocha, itziar atienza, luis tosar, florin opritescu, jaroslaw bielski, peter nikolas",2016,104,"international, thriller",netflix
n5189,movie,hajwala: the missing engine,"yasser al jarraf, haleem aljabri, anwar aljabri, omar aljabri, ali almarzouqi, majed aldheeb, yousef almahmodi, reem ali",2016,97,"action & adventure, drama, international",netflix
n5190,movie,pettersson and findus 2,"stefan kurt, marianne sägebrecht, max herbrechter",2016,82,"children & family movies, comedy",netflix
n5191,movie,the bittersweet,"min-ho lee, zhu xuan",2017,98,"action & adventure, drama, international",netflix
n5192,tv show,the family court,"tay ping hui, qi yu wu, chris tong, yao wenlong, eelyn kok, hong hui fang, ann kok",2010,1,"international, drama",netflix
n5193,tv show,the golden path,"li nanxing, chen liping, chew chor meng, tay ping hui, joanne peh, felicia chin, huang wenyong, alan tern",2007,1,"international, drama",netflix
n5194,tv show,the little nyonya,"jeanette aw, qi yu wu, pierre png, dai xiangyu, zen chong, joanne peh, eelyn kok, xiang yun, yao wenlong",2009,1,"international, drama",netflix
n5195,tv show,the truth,"tay ping hui, joanne peh, shaun chen, rebecca lim, zhu houren, richard low",2008,1,"crime, international, action & adventure",netflix
n5196,tv show,together,"jeanette aw, dai xiangyu, elvin ng, eelyn kok, zheng geping, aileen tan, zhou ying, hong hui fang, zhang zhenhuan",2009,1,"international, drama",netflix
n5197,movie,judah friedlander: america is the greatest country in the united states,judah friedlander,2017,84,stand up,netflix
n5198,movie,the b-side: elsa dorfman's portrait photography,elsa dorfman,2016,76,documentary,netflix
n5199,movie,spf-18,"carson meyer, noah centineo, bianca santos, jackson white, sean russel herman, rosanna arquette, molly ringwald, pamela anderson, keanu reeves, goldie hawn",2017,75,"drama, romance, sports",netflix
n5200,movie,pup star: better 2gether,"kaitlyn maher, obba babatundé, lombardo boyar, molly burnett, chris coppola, reggie de leon, david deluise, matty finochio, josh flitter, benjamin flores jr.",2017,93,"children & family movies, comedy",netflix
n5201,tv show,beyond stranger things,"jim rash, matt duffer, ross duffer, shawn levy, david harbour, finn wolfhard, millie bobby brown, gaten matarazzo, caleb mclaughlin, natalia dyer, charlie heaton, noah schnapp, joe keery, dacre montgomery, sadie sink, paul reiser, sean astin, randy havens, brett gelman, linnea berthelsen",2017,1,"stand up & talk shows, mystery, sci-fi & fantasy",netflix
n5202,movie,joan didion: the center will not hold,joan didion,2017,98,documentary,netflix
n5203,movie,strange weather,"holly hunter, carrie coon, kim coates, shane jacobsen, andrene ward-hammond, allene quincy, glenne headly",2016,91,"drama, independent movies",netflix
n5204,movie,the hateful eight,"samuel l. jackson, kurt russell, jennifer jason leigh, walton goggins, demián bichir, tim roth, michael madsen, bruce dern, james parks, dana gourrier, channing tatum, zoë bell",2015,168,"action & adventure, thriller",netflix
n5205,movie,jack whitehall: at large,jack whitehall,2017,68,stand up,netflix
n5206,tv show,the mist,"morgan spector, alyssa sutherland, gus birney, danica curcic, okezie morro, luke cosgrove, darren pettie, russell posner, frances conroy, dan butler, isiah whitlock jr.",2017,1,"drama, horror, mystery",netflix
n5207,tv show,w1a,"hugh bonneville, monica dolan, jessica hynes, rufus jones, sarah parish, nina sosanya, jason watkins, hugh skinner, david westhead, jonathan bailey, ophelia lovibond, david tennant",2017,3,"british tv shows, comedy",netflix
n5208,movie,1922,"thomas jane, molly parker, dylan schmid, kaitlyn bernard, bob frazer, brian d'arcy james, neal mcdonough",2017,103,"drama, thriller",netflix
n5209,tv show,haters back off,"colleen ballinger, angela kinsey, steve little, francesca reale, erik stocklin, matt besser",2017,2,"comedy, teen tv shows",netflix
n5210,movie,one of us,sin datos,2017,95,documentary,netflix
n5211,tv show,the day i met el chapo,kate del castillo,2017,1,"crime, docuseries, international",netflix
n5212,movie,wheelman,"frank grillo, caitlin carmichael, garret dillahunt, shea whigham, wendy moniz, john cenatiempo, slaine",2017,82,action & adventure,netflix
n5213,movie,wedding unplanned,"reem kherici, nicolas duvauchelle, julia piaton, sylvie testud, françois-xavier demaison, chantal lauby, lionnel astier, ève saint-louis, victoria monfort, amelie fonlupt",2017,94,"comedy, international, romance",netflix
n5214,movie,patton oswalt: annihilation,patton oswalt,2017,66,stand up,netflix
n5215,movie,baadshaho,"ajay devgn, emraan hashmi, vidyut jamwal, ileana d'cruz, esha gupta, sanjay mishra, sunny leone, sharad kelkar, priyanshu chatterjee, denzil smith",2017,135,"action & adventure, international",netflix
n5216,tv show,in laws,"kelvin leong, remon lim, loo aye keng, lawrence wong, frederick lee, danielle dai, joey leong",2016,1,"international, romance, drama",netflix
n5217,tv show,laws of attraction,"wayne chua, frederick lee, steve yap, tiffany leong, aenie wong, kyo chen, angie seow",2012,1,"international, romance, comedy",netflix
n5218,movie,lucknow central,"farhan akhtar, diana penty, ronit roy, gippy grewal, deepak dobriyal, inaamulhaq, rajesh sharma",2017,144,"drama, international, music",netflix
n5219,movie,belief: the possession of janet moses,"kura forrester, william davis, tina cook, hariata moriarty",2015,90,"documentary, international",netflix
n5220,tv show,seven and me,"leila jolene, flavio parenti, josefin asplund",2017,1,kids,netflix
n5221,movie,singapore,"shammi kapoor, padmini, maria menado, shashikala, agha, k.n. singh, madan puri, helen",1960,158,"comedy, drama, international",netflix
n5222,tv show,west coast customs,"ryan friedlinghaus, hunter clancey",2015,6,"docuseries, reality",netflix
n5223,movie,blessed benefit,"ahmad thaher, maher khammash, odai hijazi, nadeem rimawi, mahmoud al massad, nadim mushahwar",2016,83,"comedy, drama, international",netflix
n5224,movie,clair obscur,"funda eryiğit, ecem uzun, mehmet kurtulus, okan yalabik, serkan keskin, sema poyraz",2016,102,"drama, international",netflix
n5225,movie,"el especial de alex fernández, el especial",alex fernández,2017,52,stand up,netflix
n5226,movie,kingdom of us,sin datos,2017,110,documentary,netflix
n5227,movie,the babysitter,"samara weaving, hana mae lee, judah lewis, robbie amell, bella thorne, andrew bachelor, emily alyn lind, leslie bibb, ken marino",2017,85,"comedy, horror",netflix
n5228,movie,the meyerowitz stories (new and selected),"adam sandler, ben stiller, dustin hoffman, elizabeth marvel, grace van patten, emma thompson, candice bergen, rebecca miller, danny flaherty, sakina jaffrey, adam david thompson",2017,113,"comedy, drama, independent movies",netflix
n5229,movie,barakah meets barakah,"hisham fageeh, fatima al-banawi, sami hifny, khairia nazmi, abdulmajeed al-ruhaidi",2016,88,"comedy, international, romance",netflix
n5230,movie,bomb scared,"javier cámara, julián lópez, miren ibarguren, gorka otxoa, tina sáinz, ramón barea",2017,89,"comedy, independent movies, international",netflix
n5231,movie,christina p: mother inferior,christina pazsitzky,2017,59,stand up,netflix
n5232,tv show,id-0,"kazuyuki okitsu, minami tsuda, masaya matsukaze, sayaka ohara, rikiya koyama, hisako kanemoto, ari ozawa, junko minagawa, reina ueda",2017,1,"anime, international",netflix
n5233,tv show,kibaoh klashers,"ben diskin, cherami leigh, dakota basseri, keith silverstein, johnny yong bosch, lucien dodge, jamie simone, nicolas roye, robbie daymond, michael sorich",2017,2,kids,netflix
n5234,movie,the death and life of marsha p. johnson,sin datos,2017,106,"documentary, lgbtq",netflix
n5235,movie,rodney carrington: here comes the truth,rodney carrington,2017,66,stand up,netflix
n5236,movie,26 years,"goo jin, hye-jin han, soo-bin bae, seul-ong im, kyeong-yeong lee, gwang jang, deok-jae jo, eui-sung kim, seok-hwan an, bok-gi min",2012,135,"drama, international, thriller",netflix
n5237,tv show,beyblade burst,"marina inoue, junya enoki, fumihiro okabayashi, tsubasa yonaga, ayahi takagaki, yu kobayashi",2016,1,"anime, kids",netflix
n5238,tv show,equestria girls: tales of canterlot high,"tara strong, ashleigh ball, andrea libman, tabitha st. germain, cathy weseluck, rebecca shoichet, andrew toth, ali liebert",2017,1,"kids, comedy",netflix
n5239,movie,for your own good,"jose coronado, javier cámara, roberto álamo, pilar castro, maría pujalte, carmen ruiz, silvia alonso, georgina amorós, andrea ros, miki esparbé",2017,93,"comedy, international",netflix
n5240,movie,franca: chaos and creation,sin datos,2016,79,"documentary, international",netflix
n5241,movie,generation iron 2,sin datos,2017,107,"documentary, sports",netflix
n5242,movie,ghost patrol,"scott mcneil, vincent tong, travis turner, shannon chan-kent, lili beaudoin",2016,47,"children & family movies, comedy",netflix
n5243,tv show,justice in the city,"chris tong, shaun chen, emily lim, remus kam, zhang shui fa",2012,1,"international, drama",netflix
n5244,tv show,noddy toyland detective,sin datos,2016,2,kids,netflix
n5245,tv show,star trek: enterprise,"scott bakula, john billingsley, jolene blalock, dominic keating, anthony montgomery, linda park, connor trinneer",2004,4,"classic, action & adventure, sci-fi & fantasy",netflix
n5246,tv show,star trek: voyager,"kate mulgrew, robert beltran, roxann dawson, jennifer lien, robert duncan mcneill, ethan phillips, robert picardo, tim russ, jeri ryan, garrett wang, tarik ergin",2000,7,"action & adventure, sci-fi & fantasy",netflix
n5247,tv show,sudden,"rui en, romeo tan, rebecca lim, zhang zhenhuan",2013,1,"international, romance, drama",netflix
n5248,tv show,the dream catchers,"rui en, tay ping hui, jesseca liu, shaun chen, elvin ng, nat ho, dawn yeoh, paige chua, zhang zhenhuan",2009,1,"international, romance, drama",netflix
n5249,movie,the lion woman,"rolf lassgård, kjersti tveterås, rolf kristian larsen, ole johan skjelbred-knutsen, karen-lise mynster, ida ursin-holm, lisa loven kongsli, connie nielsen, henrik mestad, kåre conradi, mathilde thomine storm",2016,118,"drama, international",netflix
n5250,movie,verónica,"arcelia ramírez, olga segura, sofía garza",2017,81,"drama, independent movies, international",netflix
n5251,tv show,what she put on the table,"amber an, sun ke-fang, chang yao-jen, wang man-chiao, hans chung, chris lee, yan yu-lin, kiki chen, steven chiang",2017,1,"international, drama",netflix
n5252,tv show,the royal house of windsor,sin datos,2017,1,"british tv shows, docuseries, international",netflix
n5253,movie,gerald's game,"carla gugino, bruce greenwood, henry thomas, carel struycken, chiara aurelia",2017,103,"horror, thriller",netflix
n5254,movie,long shot,sin datos,2017,40,documentary,netflix
n5255,tv show,mak cun,"erma fatima, rahim razali, umie aida, nora danish",2015,1,"international, comedy, drama",netflix
n5256,movie,our souls at night,"robert redford, jane fonda, bruce dern, matthias schoenaerts, iain armitage, judy greer, phyllis somerville",2017,103,"drama, romance",netflix
n5257,movie,out of thin air,sin datos,2017,85,"documentary, international",netflix
n5258,tv show,paul hollywood's big continental road trip,paul hollywood,2017,1,"british tv shows, docuseries, international",netflix
n5259,tv show,real rob,"rob schneider, patricia schneider, jamie lissow, miranda scarlett schneider",2017,2,comedy,netflix
