show_id,type,title,cast,release_year,duration,listed_in,platform
a8247,movie,the long island incident,"laurie metcalf, mackenzie astin",1998,92,drama,amazon
a8248,movie,the legend of valentino,"franco nero, judd hirsch, milton berle, yvette mimieux",1975,96,drama,amazon
a8249,movie,the legend of the tamworth two,"kevin whately, darren boyd, emma pierson, gerard horan",2004,59,drama,amazon
a8250,movie,the last circus(english subtitled),"antonio de la torre, carlos areces, carolina bang",2011,105,"comedy, drama, horror",amazon
a8251,movie,the kids are all right,"annette bening, julianne moore, mark ruffalo, mia wasikowska, josh hutcherson",2010,107,"comedy, drama, romance",amazon
a8252,movie,the karma effect,"bobby rand, nacirema ledom, tiona brown, edward furguson, ammanuelle woodard, qeiyona ne'cole, tiffany henderson, dolly parks, lauren mack, markee djordan, cathy dance, pozelini, rev. dr. alyne waller, harper mann, jimmy dasaint",2021,67,"action, drama",amazon
a8253,movie,the immortals,"daniel dollase, zoe tweedie, kyle berdin, alec ferguson, kayla del valle, evan graham, tyler pal, ella malatesta, christopher coulter, julian figueroa, hanne ladefoged-dollase, david dollase, joseph ellis, michael bermel, kamryn koerner, emma dollase, harold fahrer, quincy james, alyssa argondizzo, timothy mein, mrs. fitzgerald",2021,54,"action, drama, science fiction",amazon
a8254,movie,the heartthrob,"thiago fragoso, luiz henrique nogueira, christine fernandes, fiuk",2021,97,comedy,amazon
a8255,movie,the gardener,"malcom mcdowell, angie everhart, richard grieco",2002,102,"drama, horror, suspense",amazon
a8256,movie,the family tree,"michael joseph nelson, keith roenke, anais lucia, jorge ameer, torie tyson, freddy d'elia",2020,132,"lgbtq, romance",amazon
a8257,movie,the boy and the pirates - a family fun fantasy in color!,"charles herbert, susan gordon, murvyn vye, paul guilfoyle, joe turkil",1960,84,"action, kids, science fiction",amazon
a8258,movie,stuart little 2,"geena davis, michael j. fox, hugh laurie, nathan lane, jonathan lipnicki, melanie griffith, james woods, steve zahn, rachael harris",2002,78,"comedy, kids, science fiction",amazon
a8259,movie,stuart little,"geena davis, michael j. fox, hugh laurie, jonathan lipnicki",1999,85,"action, kids",amazon
a8260,movie,spoken,"chadwick farley, ebin antony, chelsea ledsinger",2021,96,"horror, suspense",amazon
a8261,tv show,speak up: empower your ideas,sin datos,2021,2,special interest,amazon
a8262,movie,son of sam,"yogi joshi, elissa dowling, cassandra church",2008,81,"drama, suspense",amazon
a8263,movie,smoke screen,"jaime pressly, currie graham, garwin sanford, larissa laskin, blu mankuma, marie avgeropoulos, ona grauer, brendan fletcher, martin cummins, erica carroll, jarod joseph",2010,87,suspense,amazon
a8264,movie,sky captain and the world of tomorrow,"jude law, gwyneth paltrow, angelina jolie, giovanni ribisi",2004,107,"action, adventure, science fiction",amazon
a8265,movie,shuttle,"peyton list, tony curran, cameron goodman, dave power, james snyder, cullen douglas",2009,107,"drama, horror, suspense",amazon
a8266,movie,showdown at shelby's shack,"heather bash, bill capskas, thomas conklin",2019,71,western,amazon
a8267,movie,she's out of my league,"jay baruchel, alice eve, t.j. miller, mike vogel, nate torrance, krysten ritter, geoff stults, lindsay sloane, kyle bornheimer",2010,105,"comedy, romance",amazon
a8268,movie,season for love songs,"isaac, phan ngan, chi tai",2018,107,"arts, entertainment, and culture, comedy",amazon
a8269,movie,scarecrow county,"iabou windimere, jeff kirkendall, erin r. ryan, marie delorenzo, joni durian",2019,75,horror,amazon
a8270,movie,sahara,"brooke shields, john rhys-davies, horst buchholz",1984,106,"action, comedy",amazon
a8271,movie,route 24,"olu akanbi, leon copeland, courtney turner, roger killian, holden bath, linda mesi",2020,99,drama,amazon
a8272,movie,rise of the chupacabras,"jim lane, kevin hale, dan leis, rachel sense, loren taylor",2003,88,horror,amazon
a8273,movie,remnants of a disaster,"laura donoughue, waleed khalid, laura louise whitehurst, david davies, joshua michaelson",2014,79,"horror, science fiction",amazon
a8274,movie,rebirth,"roger conners, aswan harris, rachel anderson, alvin hudson",2021,99,"drama, horror, suspense",amazon
a8275,movie,raja chinna roja,"rajinikanth, gautami, raghuvaran, ravichandran, shalini, chinni jayanth",1989,150,"action, comedy, drama",amazon
a8276,movie,rag and bone,"robert patrick, carroll baker",1998,81,"drama, suspense",amazon
a8277,movie,pen puthi mun puthi,"ramki, gowthami, goundamani, senthil, sujatha",1989,136,"comedy, drama",amazon
a8278,movie,parents,"randy quaid, mary beth hurt, sandy dennis, bryan madorsky",1989,82,"comedy, horror, suspense",amazon
a8279,movie,paranormal doorways,"margareta moir, morrison james, michael morley, daniel harpur, john ward",2020,91,suspense,amazon
a8280,movie,papanasam,"kamal haasan, gautami, niveda thomas, esther anil, asha sarath, kalabhavan mani, jagannathan",2015,172,drama,amazon
a8281,movie,paagal,"vishwak sen, nivetha pethuraj, simran choudhary, megha lekha, rahul ramakrishna",2021,136,"action, drama, romance",amazon
a8282,movie,ouija death trap,"jessica hopkins, william christopher epperson, dakota lassen, john o'hara, raven reed",2014,74,horror,amazon
a8283,movie,never say never: the desire hall story,"deidre hall, daniel hugh kelly, ray baker, eve gordon, wayne northrop, lynn herring",1995,91,drama,amazon
a8284,movie,neruppu da,"vikram prabhu, nikki galrani, sangeetha, madhusudhan rao, vincent asokan, aadukalam naren",2017,122,"action, suspense",amazon
a8285,movie,nacho libre,"jack black, ana de la reguera, h?ctor jim?nez, darius rose, moises arias, eduardo g?mez, carlos maycotte, richard montoya, cesar gonzalez, rafael montalvo, julio sandoval, enrique mu?oz, carla jimenez, agust?n rey, troy gentile, julio escalero, peter stormare, lauro chartrand, filiberto estrella, jorge vald?s garc?a, craig williams, brett chan, mike ching, abelardo hernandez, emiliano quiroga, armando tapia, alfonso ram?rez, ren? campero, lisa owen, crist?bal puente, zenaido avenda?o, carlos acosta barroso, miguel angel bonequi, carlos cesar caballero, ignacio gonzalez camarena, ricardo castillo, donald chambers, aaron yamir ramirez esobar, armando gaytan, antonio salazar gomez, mar?a gonz?lez, felipe jesus hernandez, rosenda hernandez, ismael garcia y su trio, joaquin luis jimenez, dominick kurek, ventura lahoz, gerson virgen lopez, rafael gonzalez lopez, albert m. madrid, leobardo magadan, feliciano ramos mendoza, rodolfo garcia merino, luis garcia rendon, tyler steelman, rachel thorp",2006,92,comedy,amazon
a8286,movie,my summer as a goth,"natalie shershow, jack levis, rachelle henry, jonah kersey, natasha duvall, neil green, tristan decker",2020,101,"comedy, drama",amazon
a8287,movie,my dog the space traveler,"logan borsari, santiago craig, chris lemmon",2014,98,"kids, science fiction",amazon
a8288,movie,murder on the orient express,"albert finney, lauren bacall, martin balsam, ingrid bergman, jacqueline bisset, jean-pierre cassel, sean connery, john gielgud, wendy hiller, anthony perkins, vanessa redgrave, rachel roberts, richard widmark, michael york",1974,127,drama,amazon
a8289,movie,mr harvey lights a candle,"timothy spall, celia imrie, ben miles, david bradley, natalie press",2005,84,drama,amazon
a8290,movie,money for nothing,"christien anholt, jayne ashbourne, paul reynolds, martin short",1993,92,drama,amazon
a8291,movie,milner,"mel smith, deborah findlay",1994,71,drama,amazon
a8292,movie,midwives,"alison pill, sissy spacek, peter coyote",2001,92,drama,amazon
a8293,movie,masquerade,"colleen mcginniss, rosa morales, ken stewart",2009,97,"drama, special interest",amazon
a8294,movie,magic magic,"emily browning, michael cera, juno temple, agustín silva, catalina sandino moreno, luis dubó, roxana naranjo, lorenza aillapán, john carlos huenchunao, rayén aliquintuy",2013,98,"horror, suspense",amazon
a8295,movie,magalir mattum,"jyothika, urvashi, bhanupriya, saranya ponvannan, nassar, livingston",2017,129,"comedy, drama",amazon
a8296,movie,loving,"georgina cates, mark rylance, judy parfitt",1996,94,"drama, romance",amazon
a8297,movie,look me in the eye,"caroline katz, barnaby stone, seamus gubbins",1996,73,"drama, suspense",amazon
a8298,movie,lift,"yumarie morales, johan stein",2016,100,action,amazon
a8299,movie,life after life,"lorcan cranitch, michelle fairley",1995,81,drama,amazon
a8300,movie,lesa lesa,"shaam, trisha, vivek, radharavi, madhavan, sreenivasan",2003,154,romance,amazon
a8301,movie,late flowering lust,"nigel hawthorne, richenda carey, jonathan cecil",1994,53,drama,amazon
a8302,movie,kula deivam,"s. v. sahasranamam, pandari bai, v. r. rajagopal, chandrababu, s. a. ashokan",1956,137,drama,amazon
a8303,movie,kombu,"lollu sabha jeeva, disha pandey, ganja karuppu, pandiarajan",2020,110,horror,amazon
a8304,movie,kin dread,"ethan smart, corinna harney jones, patrick cupo, elinor gunn, kevin owyang, isaiah dell",2021,94,"horror, suspense",amazon
a8305,movie,justice for natalee holloway,"tracy pollan, stephen amell, scott cohen, amy gumenick, michael beach, francesco quinn, julio oscar mechoso, melissa ponzio, grant show, monica acosta",2011,87,drama,amazon
a8306,movie,jiro dreams of sushi,jiro ono,2011,82,"documentary, special interest",amazon
a8307,movie,i'll always know what you did last summer,"brooke nevin, sally ann brooks, david paetkau, torrey devitto, ben easter, don shanks",2006,92,horror,amazon
a8308,movie,i was a greenhouse,"derek lackenbauer, tanya guelck, anthony tullo, zach parsons, cassaundra sloan, lauryn hall, adam oldfield",2013,106,drama,amazon
a8309,movie,i am norman,arron blake,2021,48,"drama, horror, suspense",amazon
a8310,movie,i am bolt,usain bolt,2016,103,documentary,amazon
a8311,movie,headhunters,"james fox, francesca annis, jeremy child",1994,120,drama,amazon
a8312,movie,gunpoint,"natasha babic, brandon lamar, guillermo barreira pérez, asia zaffere, napoleon williams iii",2021,108,suspense,amazon
a8313,movie,good but not great,"francesca giordano, shade, yan shevchenko, gioele dix, ugo conti, euridice axen, gisella donadoni, giordano de plano",2019,89,"comedy, young adult audience",amazon
a8314,movie,furious road,"ryan izay, jasmine st. clair, isis velazquez, dana brighton, rocky flor, sudesh managodage",2014,80,action,amazon
a8315,movie,frailty,"bill paxton, matthew mcconaughey, powers boothe, luke askew, jeremy sumpter, matt o'leary",2002,100,"drama, suspense",amazon
a8316,movie,food club,"stina ekblad, kirsten olesen, kirsten lehfeldt, trols lyby, mia lyhne, rasmus botoft, michele venitucci",2021,100,"comedy, drama, romance",amazon
a8317,movie,fair haven,"michael grant, tom wopat, jennifer taylor, josh green",2017,92,"drama, lgbtq, young adult audience",amazon
a8318,movie,experimenter,"peter sarsgaard, winona ryder, jim gaffigan, edoardo ballerini, kellan lutz, dennis haysbert, danny abeckaser, taryn manning, anton yelchin",2016,98,drama,amazon
a8319,movie,entrepreneurs,"jimmy fallon, nathan anderson, brian hooks",2003,94,comedy,amazon
a8320,movie,do the right thing,"danny aiello, ossie davis, ruby dee, richard edson, giancarlo esposito, spike lee, bill nunn, john turturro, rosie perez, paul benjamin, frankie r. faison, robin harris, joie lee, samuel l. jackson, roger guenveur smith, john savage",1989,121,"comedy, drama",amazon
a8321,movie,devil gold,"rocío miranda, laureano olivares, armando gota, pedro lander, alberto rowinsky",2000,85,drama,amazon
a8322,movie,death at a funeral,"keith david, loretta devine, peter dinklage, ron glass, danny glover, regina hall, kevin hart, martin lawrence, james marsden, tracy morgan, chris rock, zoe saldana, columbus short, luke wilson, zoë saldaña, regine nehy, bob minor, alexander folk, leslie rivers, bronwyn hardy, willi willis, jamison yang, betty k. bynum, katelyn statton",2010,92,comedy,amazon
a8323,movie,deal with the devil,"eric wolfgang, camille marolf, james m tweedie, thom murray, don brandon",2018,81,horror,amazon
a8324,tv show,david copperfield (1999),"bob hoskins, daniel radcliffe, pauline quirke, trevor eve, nicholas lyndhurst, amanda ryan, ciaran mcmenamin, emilia fox, imelda staunton, tom wilkinson",2000,1,tv shows,amazon
a8325,movie,daredevil director's cut,"ben affleck, jennifer garner, joe pantoliano, jon favreau, michael clarke duncan, colin farrell, david keith",2003,133,action,amazon
a8326,movie,crossing arizona,sin datos,2006,95,special interest,amazon
a8327,tv show,crime and punishment,"john simm, ian thompson, geraldine james, kate ashfield",2002,1,"drama, suspense",amazon
a8328,movie,cowgirls n angels,"bailee madison, james cromwell, alicia witt, jackson rathbone, dora madison",2012,92,"faith & spirituality, kids, western",amazon
a8329,movie,countrycide,"robin hodge, joel elliott, peter whittaker, andrew galligan, trevor payer",2021,69,"horror, suspense",amazon
a8330,movie,copperhead,"billy campbell, peter fonda, françois arnaud, angus macfadyen",2013,120,"drama, military and war",amazon
a8331,movie,closer,"julia roberts, jude law, natalie portman, clive owen",2004,104,"drama, romance",amazon
a8332,movie,cirque du freak: the vampire's assistant,"john c. reilly, ken watanabe, josh hutcherson, chris massoglia, ray stevenson, patrick fugit, willem dafoe, salma hayek, orlando jones, frankie faison, jane krakowski",2009,109,"kids, science fiction",amazon
a8333,movie,cinderella,camila cabello,2021,112,"comedy, fantasy, kids",amazon
a8334,movie,chris gethard: half my life,"chris gethard, carmen christopher",2021,54,"arts, entertainment, and culture, comedy",amazon
a8335,movie,changing the game,"jakobi alvin, suzanne douglas, thomas staten",2012,103,"action, drama",amazon
a8336,movie,casino.sk,"tereza brodská, lukás dóza, marek geisberg",2019,105,drama,amazon
a8337,movie,brutal,"morgan benoit, jeff hatch, david mattey, renata green-gaber, stacy jorgensen",2014,85,"action, sports",amazon
a8338,movie,"big mommas: like father, like son: world premiere","jessica lucas, brandon t. jackson, michelle ang, martin lawrence",2011,6,comedy,amazon
a8339,movie,bickerman's grove,"bob cook, derek lackenbauer, anthony tullo, angela duscio, zach parsons, shay galor, tanya guelck, adrian konstant, michael wurtz, adam oldfield, peter campbell, greg johnson",2016,86,"comedy, drama",amazon
a8340,movie,attack of the demons,"andreas petersen, thomas petersen, katie maguire, eric power",2020,75,"anime, horror",amazon
a8341,movie,astro loco,"david argue, jon reep, hayley dallimore, frank handrum, dasha naumova, nick sun, darren casey",2021,92,science fiction,amazon
a8342,movie,apocalypse a go go,"bridget anderson, michael kauffman, savannah gisleson",2021,86,"comedy, romance",amazon
a8343,movie,ape vs. monster,"eric roberts, arianna scott, katie sereika, shayne hatigan",2021,88,science fiction,amazon
a8344,movie,angel mountain,"daniel grogan, caroline amiguet, megan elizabeth barker, aiden anderson, andrew j jackson",2021,104,drama,amazon
a8345,movie,american me,"sal lopez, vira montes, roberto mart??n m??rquez, dyana ortelli, joe aubel, rob garrett, lance august, cody glenn, don pugsley, panchito g??mez, albert joe medina jr., alex sol??s, raymond amezquita, steve wilcox, richard coca, javier castellanos, richard lee-sung, eric close, christian klemash, brian holechek, rigoberto jimenez, edward james olmos, william forsythe, pepe serna, nbcu, robert m. young, floyd mutrux, desmond nakano, tom s. ventimiglia, william fetzer, thomas richard gorman iii, george padilla, humberto madrigal, jaime gomez, jose guardado, jacob vargas, daniel lujan, evelina fern??ndez, rodney rincon, john rangel, robert pucci, tony giorgio, sabino villa lobos, armando briseno, mauricio ernesto anzueto, manny perry, bennie moore, alex brown, william smith, gerald lynn walker, william t. amos, irma aurea garc??a, robert alvarez, ken medlock, rolando molina, ana lizarraga, steven cisneros, art bonilla, tom bower, jessica russell, dave smith, michael shaner",1992,127,"drama, romance, suspense",amazon
a8346,movie,amalia in the fall,"maría josé alfonso, manuel zarzo, máximo valverde, maría gracia, tony antonio, pablo castañón, saturnino garcía",2021,78,drama,amazon
a8347,movie,60 vayadu maaniram,"prakash raj, vikram prabhu, samuthirakani, indhuja, ravichandran",2018,127,drama,amazon
a8348,movie,500 days of summer (4k uhd),"joseph gordon-levitt, zooey deschanel",2009,95,"arts, entertainment, and culture, comedy",amazon
a8349,movie,25 sets,"aaron berg, jim gaffigan, sal vulcano, dave attell, janeane garofalo, big jay oakerson, ari shaffir",2019,58,"arts, entertainment, and culture, comedy, documentary",amazon
a8350,movie,the new daughters of joshua cabe,"john mcintire, jack elam, jeanette nolan, louise williams, renne jarrett, rance howard",1976,70,"action, western",amazon
a8351,movie,the descent,"shauna macdonald, natalie mendoza, alex reid, saskia mulder, nora-jane noone, myanna buring, oliver milburn",2006,99,"adventure, arthouse, horror",amazon
a8352,movie,taana,"vaibhav, nandita swetha, yogi babu, pandiarajan",2020,117,comedy,amazon
a8353,movie,shadow man,"steven seagal, eva pope, imelda staunton, vincent riotta, michael elwyn, alex ferns, skye bennett, garrick hagon, levani, werner daehn",2006,96,"action, suspense",amazon
a8354,movie,kadalora kavithaikal,"sathyaraj, rekha, ranjani",1986,137,romance,amazon
a8355,movie,fritz the cat,sin datos,1972,79,anime,amazon
a8356,movie,a dot and a line,"roque valero, edgar ramírez, ramiro meneses, juan david restrepo, daniela bascopé",2004,107,"action, drama",amazon
a8357,movie,unfollower,"dan davidson, marty lindsey",2021,91,suspense,amazon
a8358,movie,the unknown,adaeze eluke stephen odimgbe domben chisom,2021,71,drama,amazon
a8359,movie,slashlorette party,"ginger lynn allen, drew marvick, daniel james moody, nina lanee kent, andrew brown, molly souza, brooke morris, shalene prasad, vanessa mata, katee hudson, devin march, luis maya, kyle wiesner, krystal shay, jessica bertrand, jasmine march, robert holloway",2021,79,horror,amazon
a8360,movie,say your prayers,"harry melling, tom brooke, derek jacobi, anna maxwell martin, roger allam, vinette robinson",2021,85,"comedy, drama, suspense",amazon
a8361,movie,from the depths,"liz fenning, angelica briones",2021,85,"horror, science fiction, suspense",amazon
a8362,movie,flesh,"amanda denney, rozz ohlin, katie wimmer, sydney barnes, shane massicotte",2021,70,horror,amazon
a8363,movie,final stop,"vince rodriguez, kelly mccart, kamy d. bruder, caroline stella, sheila guerrero-edmiston, garrett marchbank, lyric michelle, david w. buck, alex tait, christopher hazel, travis sanchez, soly asmar, ariana popa, isabella popa, norman gidney, jj coppola, colter harkins, cynthia asmar, melvin sanders, justin gardner, laura legan, matthew lindblad, erik j. swisher, jeffrey j. moore, elizabeth mevis, john pendergast, patrice dipitro, kevin horton, andy moore, justin castillo, maxwell mcallister",2021,89,"romance, suspense",amazon
a8364,movie,entertainment,"amy seimetz, tye sheridan, john c. reilly, gregg turkington, michael cera",2015,103,comedy,amazon
a8365,movie,conscripted,ikponmwosa aik odiase onah chinyere okorie preach bassey sunny williams,2021,97,drama,amazon
a8366,movie,boycie in belgrade,john challis,2021,79,comedy,amazon
a8367,movie,aashiqui 2,"aditya roy kapoor, shraddha kapoor, shaad randhawa, salil acharya, chitrak bandyopadhyay, bugs bhargava, ashish bhatt, gagan gupta, shubhangi latkar, soumyajit majumdar, nickk, milind phatak, shekhar shukla, mahesh thakur",2013,127,"international, romance",amazon
a8368,movie,writing kim,sin datos,2021,78,drama,amazon
a8369,movie,war of the god monsters,sin datos,2021,87,science fiction,amazon
a8370,movie,the widowing of mrs holroyd,"zoe wannamaker, colin firth, stephen dillane",1995,87,"drama, romance",amazon
a8371,tv show,the target list,"jessica culaciati, charlie manoukian, jude ault",2021,1,"action, horror",amazon
a8372,movie,the passion,"gina mckee, paul nicholls",1999,121,"drama, romance",amazon
a8373,movie,the mother,"anne bancroft, joan cusack",1994,57,drama,amazon
a8374,movie,the king & i,"miranda richardson, christiane noll, martin vidnovic, ian richardson",1999,89,"anime, kids",amazon
a8375,movie,the infernal walker,"kenneth chan, pak-ho chau, shiga lin, ray lui, michael tse",2020,90,"action, drama",amazon
a8376,movie,the entertainer,"michael gambon, helen mccrory",1993,121,drama,amazon
a8377,movie,the crew,"danila kozlovsky, vladimir mashkov, agne grudite, sergey kempo, katerina shpitsa",2016,123,"action, drama",amazon
a8378,movie,suddenly last summer,"maggie smith, natasha richardson, richard e. grant, rob lowe",1993,83,drama,amazon
a8379,movie,raunch and roll,"penelope alex, michael paré, sarah lazar, lance barber, steve wilder, eric petersen, kristen dalton, robert newman, william mcnamara, roz mchenry",2021,107,"drama, music",amazon
a8380,movie,project gutenberg,"yun-fat chow, aaron kwok, jingchu zhang, catherine chau, wenjuan feng",2018,126,"action, suspense",amazon
a8381,movie,paper dragons,"sam brittan, cisco keanu, kristie carter, jason reynolds, eileen dietz, ally jones, abie ekenezar, elizabeth champion, cody epling, brent kublick",2021,99,"drama, suspense",amazon
a8382,movie,murder in mind,"charlotte rampling, trevor eve, steven mackintosh",1994,79,"drama, suspense",amazon
a8383,movie,mubutu's african movie theater: episode 6,sin datos,2021,70,action,amazon
a8384,movie,message for posterity,"john neville, eric porter, sophie thompson",1994,97,drama,amazon
a8385,movie,men of the month,"douglas hodge, akim mogaji, claire higgins",1994,73,drama,amazon
a8386,movie,max payne,"mark wahlberg, mila kunis, beau bridges, ludacris, chris o'donnell, donal logue, amaury nolasco, kate burton, olga kurylenko, rothaford gray, joel gordon, jamie hector, andrew friedman, marianthi evans, nelly furtado, jay hunter, maxwell mccabe-lokos, kerr hewitt, stephen r. hart, martin hindy, herbert johnson, philip williams, warren belle, ted atherton, katie odegaard, rico simonini, pj lazic, brandon carrera, joshua barilko, conrad pla, larry wheatley, janice nguyen, gouchy boy, spike adamson, carlos gonzalez-vlo, lana denis, barrington bignall, james rogers, christina jocic, noelle gray, candice hotchkiss, genadijs dolganovs, dale yim, tig fong, siobhan murphy, sergei nikolich, kristina falcomer, sima fisher, brea grant, kristin mellian, aaron pushkar",2008,100,action,amazon
a8387,movie,mask of thorn,sin datos,2021,108,horror,amazon
a8388,movie,leap,"li gong, bo huang, gang wu, yuchang peng, bai lang",2020,135,drama,amazon
a8389,movie,in the moon's shadow,"elissa piszel, debra lord cooke, jules hartley, faith wilson, sean p. scully",2021,81,"drama, kids",amazon
a8390,movie,highway 13,sin datos,2021,59,"action, suspense",amazon
a8391,movie,higher ed,sin datos,2021,75,comedy,amazon
a8392,movie,hellbox,sin datos,2021,118,horror,amazon
a8393,movie,gone with the light,"bo huang, luodan wang, zhuo tan, bai-ke, lu huang",2018,131,"romance, science fiction",amazon
a8394,movie,goldmedal,"uday kumar muntha, devi sree, ratna, ramesh(ravi), rukmini, chanakya, bhavani, naresh",2021,59,drama,amazon
a8395,movie,girls' night in,"tiana tuttle, alexis phillips, samantha skelton",2021,91,"comedy, drama",amazon
a8396,movie,exposed,"keanu reeves, mira sorvino, ana de armas, laura gomez, christopher mcdonald, danny hoch, ismael cruz cordova, big daddy kane",2016,102,"drama, suspense",amazon
a8397,movie,emma's war,"lee remick, miranda otto, terence donovan, mark lee, bridey lee, donal gibson",1988,92,drama,amazon
a8398,movie,elfette saves christmas,"quinton aaron, ashleigh blackburn, anais l. blake",2019,97,"comedy, kids, science fiction",amazon
a8399,movie,brutus vs cesar,"kheiron, thierry lhermitte, gérard darmon, ramzy bedia",2020,88,comedy,amazon
a8400,movie,broken glass,"mandy patinkin, henry goodman, margot leicester, elizabeth mcgovern",1997,96,drama,amazon
a8401,movie,ashes that swarm,sin datos,2021,54,drama,amazon
a8402,movie,a landing on the sun,"susan fleetwood, robert glenister, roger allam",1994,87,"drama, romance, suspense",amazon
a8403,movie,the wave [english subtitled],"kristoffer joner, ane dahl torp, jonas hoff oftebro, edith haagenrud-sande",2015,105,"action, adventure, drama",amazon
a8404,movie,the love punch,"pierce brosnan, emma thompson, celia imrie, timothy spall",2014,94,"action, comedy",amazon
a8405,movie,the gospel of matthew,"selva rasalingam, karima gouit",2018,191,"documentary, drama",amazon
a8406,movie,the darkness,"amelia eve, jo hart, adam bond",2021,95,"horror, suspense",amazon
a8407,movie,the angel of auschwitz,"noeleen comiskey, michael mckell, steven bush",2021,102,drama,amazon
a8408,movie,rifftrax: yor hunter from the future,"michael j. nelson, kevin murphy, bill corbett, reb brown, corinne clery, john steiner, carole andre, luciano pigozzi, mystery science theater 3000 guys",2019,83,"comedy, science fiction",amazon
a8409,movie,pasture,"abigail rose, brian kelly, kimberley pember, scott scurlock, sarah j. bartholomew, hunter brosig, justin ray",2021,100,horror,amazon
a8410,movie,life partners,"leighton meester, gillian jacobs, adam brody, mark feuerstein",2014,93,"comedy, drama, romance",amazon
a8411,movie,i am lisa,"kristen vaganos, jennifer seward, manon halliburton, carmen anello, chris bylsma",2021,92,horror,amazon
a8412,movie,gary owen: #doinwhatido,gary owen,2019,63,"arts, entertainment, and culture, comedy, special interest",amazon
a8413,movie,doc west - part 2,"terence hill, clare carey, paul sorvino, maria p. petruolo",2009,94,"comedy, drama, western",amazon
a8414,movie,digley and dazey - london bridge is falling down & more nursery rhymes and kids songs,sin datos,2020,14,kids,amazon
a8415,movie,dark tide,"halle berry, olivier martinez, ralph brown",2012,114,"action, adventure, drama",amazon
a8416,tv show,x-ray 1c test title,sin datos,2021,1,tv shows,amazon
a8417,movie,the note 2: taking a chance on love,"genie francis, ted mcginley, george tchortov, chad connell, katie boland",2009,88,drama,amazon
a8418,movie,the note,"genie francis, ted mcginley, rick roberts, katie boland",2007,87,"drama, kids",amazon
a8419,movie,the bag girls,"jamal woolard, la love the boss, 3d na'tee, crystal the doll, carmen mi'chelle",2020,93,"action, drama, suspense",amazon
a8420,movie,thamizh,"prashanth, simran, nassar, vadivelu",2002,155,"action, drama",amazon
a8421,movie,sundari,"poorna, arjun ambati, sri sudha bhimireddy, rakendu mouli",2021,110,"drama, suspense",amazon
a8422,tv show,subete a mi moto (4k uhd),"yamil ureña, braulio castillo, sisan chiong, edgar cuevas, joseette vidal, rocio verdejo, azul guaita, elaine haro",2020,1,drama,amazon
a8423,tv show,subete a mi moto,"yamil ureña, braulio castillo, sisan chiong, edgar cuevas, joseette vidal, rocio verdejo, azul guaita, elaine haro",2020,1,drama,amazon
a8424,movie,sheborg,"whitney duff, daisy masterman, emma-louise wilson, jasy holt, tommy hellfire",2018,87,"horror, science fiction",amazon
a8425,movie,riverhead,lawrence barry,2017,90,drama,amazon
a8426,movie,rifftrax: dinosaurus,"michael j. nelson, kevin murphy, bill corbett, ward ramsey, paul lukather, kristina  hanson, alan roberts, mystery science theater 3000 guys",2014,82,"comedy, fantasy",amazon
a8427,movie,rifftrax: day of the shorts: sf sketchfest 2019,"kevin murphy, bill corbett, bridget nelson, paul f. tompkins, john hodgman, janet varney, frank conniff, trace beaulieu, mystery science theater 3000 guys",2019,108,comedy,amazon
a8428,movie,rifftrax: contamination,"michael j. nelson, kevin murphy, bill corbett, ian mcculloch, louise marleau, marino mase, siegfried rauch, gisela hahn, mystery science theater 3000 guys",2019,85,"comedy, science fiction",amazon
a8429,movie,rifftrax: bloody pit of horror,"michael j. nelson, kevin murphy, bill corbett, mickey hargitay, walter brandi, luisa baratto, ralph zucker, rita klein, mystery science theater 3000 guys",2012,74,"comedy, horror",amazon
a8430,movie,rifftrax: blood theatre,"michael j. nelson, kevin murphy, bill corbett, mary woronov, jenny cunningham, jonathan blakely, andrew cofrin, mystery science theater 3000 guys",2019,75,"comedy, horror",amazon
a8431,movie,rifftrax: astro-zombies,"michael j. nelson, kevin murphy, bill corbett, john carradine, wendell corey, tom pace, joan patrick, tura satana, mystery science theater 3000 guys",2016,92,"comedy, horror",amazon
a8432,movie,rifftrax presents high school hero,"bridget nelson, mary jo pehl, freddie stewart, june preisser, noel neill, anne rooney, jackie moran, mystery science theater 3000 guys",2019,69,"comedy, drama",amazon
a8433,movie,queen - the making of a night at the opera (classic album),queen,2006,49,"documentary, music",amazon
a8434,movie,outlaw justice,"kris kristofferson, willie nelson, travis tritt, waylon jennings",1999,91,"action, western",amazon
a8435,movie,officer down,"stephen dorff, dominic purcell, annalynne mccord, david boreanaz, stephen lang, james wood",2013,97,"action, adventure",amazon
a8436,movie,murder in the cove,sin datos,2021,52,documentary,amazon
a8437,movie,ksheera sagara madhanam,"maanas nagulapalli, akshata sonawane, gowtham setty, sanjay rao",2021,142,"action, drama",amazon
a8438,tv show,jungle beat,sin datos,2021,1,"anime, kids",amazon
a8439,tv show,honey and clover,"yuuji ueda, takako honda, haruka kudou",2005,1,"comedy, drama, romance",amazon
a8440,movie,future fear,"kaylith von kola, otis johnson, raven ebner, rigel blatt, ken may, kristen horgen",2021,93,"action, science fiction",amazon
a8441,movie,fear,"marci miller, jason tobias, susan harmon, justin dray, danny ruiz, cece kelly",2021,101,"action, suspense",amazon
a8442,movie,el vigilante,"leonardo alonso, rodrigo franco",2016,75,drama,amazon
